app_name,prv_com.google.firebase.provider.firebaseinitprovider,rcv_androidx.work.impl.utils.forcestoprunnable$broadcastreceiver,act_com.google.android.play.core.common.playcoredialogwrapperactivity,rcv_androidx.work.impl.background.systemalarm.constraintproxy$networkstateproxy,rcv_androidx.work.impl.diagnostics.diagnosticsreceiver,rcv_androidx.work.impl.background.systemalarm.constraintproxy$batterychargingproxy,act_com.google.android.gms.ads.outofcontexttestingactivity,srv_com.google.android.datatransport.runtime.backends.transportbackenddiscovery,rcv_androidx.work.impl.background.systemalarm.reschedulereceiver,perm_android.permission.post_notifications,rcv_com.google.android.datatransport.runtime.scheduling.jobscheduling.alarmmanagerschedulerbroadcastreceiver,srv_androidx.work.impl.foreground.systemforegroundservice,srv_com.google.android.gms.measurement.appmeasurementjobservice,srv_com.google.android.gms.ads.adservice,perm_com.google.android.gms.permission.ad_id,perm_android.permission.access_adservices_ad_id,rcv_androidx.work.impl.background.systemalarm.constraintproxyupdatereceiver,srv_androidx.work.impl.background.systemalarm.systemalarmservice,act_com.google.android.gms.common.api.googleapiactivity,perm_android.permission.access_adservices_attribution,prv_androidx.startup.initializationprovider,rcv_androidx.work.impl.background.systemalarm.constraintproxy$batterynotlowproxy,srv_com.google.firebase.components.componentdiscoveryservice,perm_android.permission.foreground_service,srv_com.google.android.gms.measurement.appmeasurementservice,srv_androidx.work.impl.background.systemjob.systemjobservice,rcv_androidx.profileinstaller.profileinstallreceiver,srv_androidx.room.multiinstanceinvalidationservice,rcv_com.google.android.gms.measurement.appmeasurementreceiver,rcv_androidx.work.impl.background.systemalarm.constraintproxy$storagenotlowproxy,perm_com.google.android.finsky.permission.bind_get_install_referrer_service,perm_android.permission.access_adservices_topics,prv_com.google.android.gms.ads.mobileadsinitprovider,srv_com.google.android.datatransport.runtime.scheduling.jobscheduling.jobinfoschedulerservice,access_location,read_contacts,used_sendtextmessage,has_fatal_exception,activity_started,used_requestnetwork,write_file,total_bytes,std_packet_size,high_dns_queries,ip_only_traffic,dns_queries,frequent_beaconing_detected,unique_flows,many_unique_ips,uncommon_ports_used,unique_dest_ips,suspicious_user_agent,skew_packet_size,avg_packet_size,max_packet_size,min_inter_arrival_time,total_packets,min_packet_size,flow_entropy,max_inter_arrival_time,avg_inter_arrival_time,avg_flow_duration,label
000D485BE7A0A9768C0006D1B5DBFE494C08234A4D3041B3FAE5B167AB627D76,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,16.77904,9.928791,0,1,0.0,0,2.5432458,0,0,1.4466642,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/16.5r5515.0 Mobile/83J861 Safari/535.1",0.3427634,9.07548,11.088215,0.0,9.412546,4.056665,1.072332,2.8586566,0.015273113,0.015272467,0
001C21A5DCD6CCDC5E1AB4048A6BCE69A890312365E1141A34A9B7D09BCFCB9D,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,18.977266,10.2233715,0,1,0.0,0,2.4563062,0,0,1.4466642,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.21.5 (KHTML, like Gecko) Version/4.0 Safari/535.21.5",0.47381565,9.793078,11.087844,0.0,9.412546,4.0905356,1.072332,2.4486825,0.0042062015,0.0042061787,1
000371520366622D75A974E3DA635976A5F8D6569A5D2CAEB08BDAB46E842734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,15.671026,9.69065,0,1,0.0,0,2.4070067,0,0,1.4466642,Mozilla/5.0 (Windows NT 5.0; mni-IN; rv:1.9.2.20) Gecko/3526-03-20 21:53:32.927460 Firefox/3.6.3,0.29135653,8.617,11.087418,0.0,9.412546,4.1098204,1.072332,2.1660516,0.01655656,0.016549595,1
com_pm_ambanimatkad,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,16.901852,9.927315,0,1,0.0,0,1.8700131,0,0,1.4466642,Opera/8.23.(Windows NT 5.1; ss-ZA) Presto/2.9.167 Version/11.00,0.3007456,9.068271,11.087398,0.0,9.412546,4.0580482,1.072332,2.0022876,0.006962332,0.0069618816,1
00052B3AB096E61C3008AE77AA6C7DE22C28B08CFB61BCCDFC6128F373209139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,16.983389,10.0688715,0,1,0.0,0,2.0278041,0,0,1.4466642,Opera/9.43.(Windows NT 4.0; gez-ET) Presto/2.9.180 Version/11.00,0.394907,9.370669,11.08999,0.0,9.412546,4.0604877,1.072332,1.9401575,0.008119457,0.0081216255,1
org_thoughtcrime_securesms,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,18.257399,10.223144,0,1,0.0,0,2.5528538,0,0,1.4466642,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4; rv:1.9.4.20) Gecko/9232-04-23 17:19:01.454590 Firefox/3.6.8,0.4989374,9.795949,11.086319,0.0,9.412546,4.101979,1.072332,2.9405766,0.01171813,0.011716623,0
00052B3AB096E61C3008AE77AA6C7DE22C28B08CFB61BCCDFC6128F373209139,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,15.447096,9.828953,0,1,0.0,0,2.2318811,0,0,1.4466642,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/4.1),0.35108697,8.9076185,11.087633,0.0,9.412546,4.1021996,1.072332,2.397005,0.02988483,0.029888848,1
pedometer_stepcounter_calorieburner_pedometerforwalking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,16.260303,9.953847,0,1,0.0,0,1.9416698,0,0,1.4466642,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_8) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/32.0.898.0 Safari/536.2",0.3429936,9.112339,11.08877,0.0,9.412546,4.0546994,1.072332,2.1006193,0.008365789,0.008365171,1
000DDCEE5F9FA00F4652828CB2D4E4B08A3A422F4472D01F56886A40744BF4BD,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,18.488281,10.224859,0,1,0.0,0,2.7271101,0,0,1.4466642,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; om-ET) AppleWebKit/532.35.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.35.1",0.47121578,9.807127,11.088807,0.0,9.412546,3.9522119,1.072332,2.5733008,0.004426501,0.00442639,1
0005082EE5323640027993C96117E03A8D2A6A5FE8A3CE4128E24E04174FBD9D,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,17.402225,10.231576,0,1,0.0,0,2.2345834,0,0,1.4466642,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nl-BE) AppleWebKit/534.26.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.26.7",0.5111055,9.841842,11.087099,0.0,9.412546,3.882051,1.072332,2.2012064,0.018831942,0.018829146,1
org_telegram_messenger,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,16.78769,10.024517,0,1,0.0,0,2.138513,0,0,1.4466642,Mozilla/5.0 (Windows CE; sk-SK; rv:1.9.2.20) Gecko/8265-02-01 01:10:58.498566 Firefox/3.8,0.3630428,9.293501,11.087479,0.0,9.412546,4.1050816,1.072332,1.918046,0.012804385,0.012799338,0
000E609685B5DC5311F74F6C99E23811212AF904E95D18E23C39CDD4E55715DE,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,17.745049,10.131377,0,1,0.0,0,2.4214377,0,0,1.4466642,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.9i5582.0 Mobile/40B392 Safari/533.0",0.4147546,9.505664,11.086089,0.0,9.412546,4.0985026,1.072332,2.399329,0.015930852,0.015926765,1
org_thoughtcrime_securesms,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,16.577257,9.71294,0,1,0.0,0,2.0106385,0,0,1.4466642,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.15.6 (KHTML, like Gecko) Version/4.0.2 Safari/531.15.6",0.2680023,8.515244,11.088028,0.0,9.412546,3.994965,1.072332,1.6281816,0.007003733,0.006999387,1
000E7209DAFCBBDD351F4E2B433E7CFC2B5C03F56A2B9CE1CF0841EE27360257,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,18.324787,10.158841,0,1,0.0,1,2.1126754,0,0,1.4466642,Mozilla/5.0 (Windows NT 5.0; tk-TM; rv:1.9.1.20) Gecko/8643-05-05 09:27:08.832794 Firefox/12.0,0.44398296,9.573765,11.085645,0.0,9.412546,4.095199,1.072332,2.3460608,0.009160187,0.009164114,1
000E7209DAFCBBDD351F4E2B433E7CFC2B5C03F56A2B9CE1CF0841EE27360257,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,16.85475,10.000491,0,1,0.0,0,2.7874174,0,0,1.4466642,Opera/8.38.(X11; Linux i686; zu-ZA) Presto/2.9.168 Version/11.00,0.38917872,9.252991,11.086346,0.0,9.412546,4.093482,1.072332,2.9098933,0.018258717,0.018254634,1
video_player_videoplayer,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,17.172089,10.151972,0,1,0.0,1,2.6906672,0,0,1.4466642,Opera/9.10.(Windows CE; yue-HK) Presto/2.9.176 Version/10.00,0.44533774,9.605467,11.088557,0.0,9.412546,3.9781697,1.072332,2.7100585,0.02316244,0.02316595,0
com_pixverseai_pixverse,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17.154032,10.078273,0,1,0.0,0,1.895098,0,0,1.4466642,Opera/9.69.(Windows NT 5.01; mai-IN) Presto/2.9.166 Version/10.00,0.39920318,9.3745985,11.089268,0.0,9.412546,4.0667357,1.072332,2.0699492,0.010427161,0.010429048,1
000FC18BBFC78B0858A9C96A6FFCC4EAEAC7F2716D159788DB0F94CBF1E4FB4E,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,16.516413,9.934056,0,1,0.0,1,2.2838829,0,0,1.4466642,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1),0.367557,9.02826,11.087404,0.0,9.412546,4.0782743,1.072332,2.3846173,0.023942245,0.023944832,1
yesmadamservices_app_com_yesmadamservices,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,17.220827,10.153324,0,1,0.0,1,2.2291126,0,0,1.4466642,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_7 rv:3.0; bn-IN) AppleWebKit/534.25.7 (KHTML, like Gecko) Version/5.0.3 Safari/534.25.7",0.4675013,9.621169,11.088943,0.0,9.412546,4.0737906,1.072332,2.2282138,0.012744767,0.0127442535,0
000E2DD97692D742C6F7C2989FF1349D0DBA2BAFABEBF1220DC252D0E36679A7,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17.09283,10.2333355,0,1,0.0,0,1.5267226,0,0,1.4466642,Mozilla/5.0 (Windows NT 6.0; el-CY; rv:1.9.0.20) Gecko/2011-10-17 08:06:52.854191 Firefox/3.8,0.50790274,9.850565,11.08811,0.0,9.412546,4.0998893,1.072332,3.1102517,0.015391591,0.015393553,1
wp_wattpad,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,17.978281,10.221309,0,1,0.0,0,1.8543036,0,0,1.4466642,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3894-08-11 22:22:03.954536 Firefox/3.6.7,0.48984462,9.801467,11.088307,0.0,9.412546,4.0852304,1.072332,2.412027,0.008519919,0.008519996,1
0012DF333367D76AFCE6E9A9F21002A4A1F1DCD1ED75BAFF1C1F7DB3CA1D579B,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,17.592226,10.118873,0,1,0.0,1,2.4165075,0,0,1.4466642,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/54.0.873.0 Safari/533.1",0.41691884,9.520531,11.089848,0.0,9.412546,3.9337924,1.072332,2.7110372,0.0144767,0.014483732,0
000371520366622D75A974E3DA635976A5F8D6569A5D2CAEB08BDAB46E842734,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,16.787714,10.066319,0,1,0.0,0,1.9391016,0,0,1.4466642,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; pt-BR) AppleWebKit/531.27.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.27.7",0.40171847,9.329694,11.086729,0.0,9.412546,4.037188,1.072332,1.8282317,0.011993133,0.011992101,1
000EE43BF6B49402AE1AAF6A6BD1A73FAB6C1D70DAD36AC9A0A622B93770F492,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16.698385,10.108,0,1,0.0,0,1.9431585,0,0,1.4466642,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1; rv:1.9.3.20) Gecko/4270-11-21 01:40:52.456726 Firefox/3.8,0.45778894,9.499847,11.086281,0.0,9.412546,4.1106896,1.072332,2.3474119,0.012573832,0.012574754,1
com_plexapp_android,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,15.54199,9.868103,0,1,0.0,0,1.3862944,0,0,1.4466642,Mozilla/5.0 (Windows 95; ht-HT; rv:1.9.1.20) Gecko/6210-01-27 14:51:03.225372 Firefox/3.8,0.33926743,8.892442,11.087749,0.0,9.412546,4.08119,1.072332,1.6052165,0.018160667,0.018165084,1
org_thoughtcrime_securesms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,16.37191,10.114733,0,1,0.0,0,2.3378055,0,0,1.4466642,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.18.3 (KHTML, like Gecko) Version/4.1 Safari/531.18.3",0.45108467,9.567234,11.086336,0.0,9.412546,3.9638455,1.072332,2.5294125,0.025059013,0.025059486,1
000E609685B5DC5311F74F6C99E23811212AF904E95D18E23C39CDD4E55715DE,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,18.11995,10.190791,0,1,0.0,1,2.8066227,0,0,1.4466642,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nb-NO) AppleWebKit/532.50.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.50.2",0.469255,9.697806,11.087312,0.0,9.412546,3.8094838,1.072332,2.2399597,0.0053063086,0.0053070043,1
0014ACC8F710F1211F7C0E235B8C324D1D26281A552CAACC9051895768C74693,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,15.971293,9.925315,0,1,0.0,0,1.8992046,0,0,1.4466642,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),0.34114724,9.010114,11.088544,0.0,9.412546,3.788064,1.072332,1.949183,0.02576225,0.025755133,1
000461DA0D6436E86A764335BECEC402D2B8EDAD0C04B5B4650F18DA926EBABD,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,17.2479,10.023705,0,1,0.0,0,2.6046538,0,0,1.4466642,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/52.0.814.0 Safari/534.0",0.39266884,9.243311,11.088293,0.0,9.412546,3.906149,1.072332,2.976273,0.02547759,0.025477793,0
com_qidian_Int_reader,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.852991,10.158013,0,1,0.0,0,1.7998332,0,0,1.4466642,Opera/8.34.(X11; Linux i686; sid-ET) Presto/2.9.166 Version/10.00,0.46115723,9.624951,11.088738,0.0,9.412546,4.0980134,1.072332,2.6032023,0.0247431,0.024735589,1
com_photo_android_camera,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,16.871374,10.045208,0,1,0.0,0,2.4436414,0,0,1.4466642,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_6 rv:2.0; vi-VN) AppleWebKit/534.23.6 (KHTML, like Gecko) Version/5.0 Safari/534.23.6",0.3977433,9.372639,11.087558,0.0,9.412546,3.66771,1.072332,2.7665396,0.013481518,0.013484794,0
00040F7E1034634D2B8B438E37E43E04D2523496FC668C592BB4F5C562E16073,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,16.498293,10.137779,0,1,0.0,0,1.3917572,0,0,1.4466642,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.1),0.4605311,9.605454,11.088317,0.0,9.412546,4.110763,1.072332,1.9777411,0.023177339,0.023166602,1
