app_name,access_location,act_com.facebook.facebookactivity,activity_started,avg_flow_duration,avg_packet_size,flow_entropy,frequent_beaconing_detected,has_fatal_exception,max_inter_arrival_time,max_packet_size,min_packet_size,perm_android.permission.change_wifi_state,perm_android.permission.read_phone_state,prv_com.google.android.gms.ads.mobileadsinitprovider,rcv_androidx.work.impl.background.systemalarm.constraintproxy$storagenotlowproxy,rcv_com.google.firebase.iid.firebaseinstanceidreceiver,read_contacts,srv_com.google.android.gms.ads.adservice,srv_com.google.android.gms.auth.api.signin.revocationboundservice,srv_com.google.android.gms.measurement.appmeasurementservice,total_packets,unique_dest_ips,used_requestnetwork,label
wp_wattpad,1,1,0,0.0135755033507689,9.5432004485879,0.9250388146983228,0,0,3.004740328752463,11.088525921508632,3.864557392161886,1,1,0,1,1,0,0,1,1,9.270203546253056,2.0640965884056683,0,0
org_telegram_messenger,0,0,0,0.0375568111771325,9.18429615496433,0.8815717537687275,1,0,2.882623084859755,11.088903757124031,3.891159481278811,0,1,0,1,1,0,0,1,1,7.777585684068669,2.051051362380072,0,0
us_zoom_videomeetings4intune,1,1,0,0.0116672540902311,9.869458738513398,0.7353484378953239,0,0,3.8452292942402497,11.08830397358196,2.988406886203512,0,1,0,1,1,0,0,1,1,9.420684896943454,2.007106317665793,0,0
com_microsoft_amp_apps_bingweather,0,0,0,0.011034869598151,9.665153230198197,0.7625778171994594,0,0,3.0246603001828056,11.088066343879923,3.096147504664687,0,0,0,0,1,0,0,1,0,9.155057875213537,2.299403515222034,0,0
com_confirmtkt_lite,1,1,0,0.0190666044846369,9.352447038579154,0.7901903662288703,0,0,3.0412887619920337,11.088390062584446,3.07249726661336,0,1,1,1,1,0,1,1,1,8.160278002769656,1.9549861994803093,0,0
notion_id,0,0,0,0.0162899842593032,9.702144575167727,0.7730512698795251,0,0,2.708963442210822,11.08878367219394,3.890724500748379,0,0,1,1,0,0,1,0,1,8.759624457436603,2.2744998123065625,0,0
com_talker_acr,1,1,0,0.0258042194609524,9.48770778524385,0.8686836021802311,0,0,2.666702539874068,11.08785307093374,3.015935709421804,1,1,0,1,1,0,0,1,1,8.291870527986807,2.4763103918255247,0,0
live_sanskriti_android,0,1,0,0.0070244894197663,9.846017707023153,0.7365534157190503,0,0,3.244584524144317,11.088100844132798,3.8704132591407783,0,1,0,1,1,0,0,1,0,9.180112143699002,2.4689965184311413,0,0
calendar_agenda_calendarplanner_agendaplanner,1,1,0,0.0166562175739757,9.906453193375317,0.7439183908168171,0,0,3.009050798510701,11.089618487288684,3.906567366728917,0,1,0,1,1,0,0,1,1,8.674383650094752,2.0904581931932333,0,0
com_microsoft_teams,1,1,0,0.0199657027519872,9.908985782724391,0.7305917697719164,1,0,2.7609793041096857,11.087955594266642,3.063665138185136,0,0,0,0,1,0,0,1,0,8.36517822901596,2.340136240393527,0,0
com_playhome_plus,1,1,1,0.0252555430071594,9.370823937015812,0.8594747046568844,1,0,2.3207938148175926,11.088611304725866,3.874538526306338,0,0,0,1,0,0,1,0,1,8.221656283409756,1.9958659082787824,0,0
com_crunchyroll_crunchyroid,1,1,0,0.0297953572658168,9.568731625767272,0.8651451406828093,0,0,2.6220890755131707,11.088309149952655,3.9087176127461496,0,0,0,0,1,0,0,1,1,7.644260946432669,2.304221903889073,0,0
mobi_mangatoon_novel_portuguese,0,0,0,0.0181217910845919,9.788107448401734,0.7388615748616163,0,0,3.0745463681171623,11.088707797896298,3.0777448539927605,0,0,0,0,0,0,0,0,0,8.497126365955577,2.048786576025188,0,0
com_catalinagroup_callrecorder,0,1,0,0.0149787015761491,9.922793279865491,0.7459269752603699,0,0,2.62226053678107,11.088262597395245,3.8962999280964152,0,0,0,0,1,0,0,1,1,8.496872389553234,2.316651544418379,0,0
com_suntv_sunnxt,1,1,0,0.0272027246728545,9.368955297130835,0.8542197513626475,0,0,3.15447694428007,11.08858429623232,3.018670053680684,0,1,0,1,1,0,0,1,1,8.183189536717427,1.9303004691417445,0,0
com_booking,1,1,0,0.0239443426798982,9.331327715972938,0.984752947499604,0,0,2.5318169516006086,11.089137711118951,3.0301698854667407,0,1,0,1,1,0,0,1,1,7.848063847981237,2.661943645441526,0,0
com_ahaguru_ahazap,1,0,0,0.0215816464327542,9.797236264682184,0.7892698969263516,1,0,2.7308632884205024,11.088166999689342,3.062796402947126,0,1,0,0,1,0,0,0,0,8.135515740476112,2.305611730968238,0,0
com_lushful_app,1,0,1,0.0157193370473986,9.82122150813336,0.8592305462914321,1,0,2.219066610965374,11.08794355506764,2.98331412877516,1,1,0,1,1,1,0,1,1,9.330070663059486,2.570678835303519,1,0
com_deere_anubhuti_main,1,0,0,0.0265352369542874,9.481588038982,0.8342453332312063,0,0,2.823504021038353,11.088430135833043,3.0813924836098088,0,1,0,0,0,0,0,0,0,8.422216030347286,2.3791487518099808,0,0
com_rails_red,0,1,0,0.0435544037109738,9.368723905861437,0.9109515084647763,0,0,3.1273453736331858,11.087268185248329,3.079497472718907,0,0,1,1,1,0,1,1,1,8.132993805527923,2.1623577351377,0,0
math_games_education_learn_logic_fun,0,1,0,0.0183541860395679,9.73935149079636,0.712292127491979,0,0,3.4329751566333964,11.08901901085414,3.8829887659963904,0,0,0,1,1,0,0,1,1,9.360809793481764,2.088351318683251,0,0
com_babyorgano_store,0,0,0,0.0242973702170074,9.83022920378385,0.7418413282881842,0,0,2.956006301783167,11.08822581652467,3.886258492010202,0,0,0,0,0,0,0,0,1,7.9129558738178,2.400540924861073,0,0
jp_ne_ibis_ibispaintx_app,1,0,0,0.0094621004211199,9.829358095472395,0.838800207579667,1,0,2.9267241742381893,11.08834719869689,3.888067955182267,0,1,0,1,1,0,0,1,1,9.29183108138044,2.0447746891592624,0,0
com_substack_app,1,1,0,0.0238504977813484,9.311958512278002,1.0030831297407916,0,0,2.5738287087544185,11.089134505370762,3.0804133738017625,1,1,1,1,1,0,1,1,1,8.241705030560874,2.624557147393388,0,0
com_textmeinc_freetone,0,1,0,0.0102844980390729,9.810070372812069,0.7073376969694429,0,0,3.4391544886472745,11.08815083310224,3.0592029893463,0,0,1,1,1,0,1,1,1,8.859820083608541,2.156857922464289,0,0
com_deere_anubhuti_main,1,1,0,0.0231859322132108,9.791933413103084,0.7462792420722997,1,0,2.936677784575611,11.088510950502512,3.035246754447257,0,0,0,0,1,0,0,1,1,8.098223773184953,2.1839098099506304,0,0
com_amazon_avod_thirdpartyclient,1,1,0,0.019523364413327,9.57279351746078,0.7428294926889144,0,0,2.9204065831166246,11.089244879778484,3.088856629619319,0,0,0,0,1,0,0,1,1,8.168864402281043,2.020977234868034,0,0
org_videolan_vlc,1,0,1,0.0161242206991479,8.932268520198958,0.789610954937119,0,0,2.9776155892516387,11.08808536668128,3.883781303730312,0,1,0,1,1,0,0,0,1,8.144741674138263,2.297559226532454,0,0
canada_job_search,1,1,0,0.0141905163342576,9.522741160269986,0.760943413999176,0,0,3.108654428584816,11.089059335805247,3.124493564693292,0,1,1,1,1,0,1,1,1,8.739787414219657,2.290771455942722,0,0
rto_owner_address_parivahan_car_malik_address_finder,0,1,0,0.0215296396468737,9.840627024510626,0.7279814523199702,0,0,2.960474676157593,11.08854182848686,3.906172197791807,0,0,0,1,1,0,0,1,1,8.22830896891554,2.0891220835209507,0,0
com_booking,0,0,0,0.0241028759375827,9.514133973870228,0.7837252998529838,0,0,2.9297846681077826,11.088441420654355,3.077487252865743,0,0,1,1,0,0,1,0,1,8.749641923931833,2.05945208131078,0,0
video_player_audio_player_music,0,1,0,0.0113195112994155,9.456920642267727,0.7572249950865515,0,0,3.0806484752979304,11.088343638067832,3.890361900487392,0,0,1,1,1,0,1,1,1,7.698186726907188,2.1891498803455818,0,0
com_cleanapp,1,0,0,0.0142240813083481,9.992114494936253,0.751691278504033,1,0,3.0248912936093437,11.087834060666736,3.887317405759532,0,1,0,1,1,0,0,1,0,8.959412807321739,2.1050552991121183,0,0
com_meb_lunarwrite,1,0,1,0.0094165068707391,9.748547731049152,0.7380321028045528,0,0,2.9721737487482205,11.088953815936796,3.0437459448722333,0,0,0,0,1,0,0,1,0,9.474415578468834,2.222209813310854,0,0
com_codifi_goodwill,0,0,0,0.0285926745697932,9.538127483583605,0.8103770132126334,1,0,2.868094627435496,11.08882626321338,3.0466156297765776,0,0,0,0,1,0,0,1,1,7.932467825132471,2.2985166604295477,0,0
com_adsk_sketchbook,0,0,0,0.0277961945377756,9.705951351864094,0.7389667695474748,1,0,2.9688570297594605,11.08937439588939,3.046387570317599,0,0,0,1,0,0,0,0,1,8.211226817898737,1.955463572572337,0,0
info_vehicle_rto_car,0,1,0,0.0135969920693182,9.477989268881371,0.768661494171974,0,0,3.184419492187206,11.088957093083204,3.915603349282723,0,0,1,1,1,0,1,0,1,9.034486646675669,2.202436687026867,0,0
myradio_radio_fmradio_liveradio_radiostation,1,1,0,0.0139247492947136,9.885902056359615,0.7283550987897401,0,0,2.9506860107797226,11.088747010891582,3.88542819283838,1,1,1,1,1,0,1,1,1,8.934754172861483,2.194851972809668,0,0
com_beansprites_emmasworldtownandfamilyFREE,1,1,0,0.0273700126207625,9.067809337040842,0.9544310439841374,1,0,2.2711139880472504,11.087904419198294,3.9049779479483258,0,1,1,1,1,0,1,1,1,9.067607142385944,2.668242964566632,0,0
com_application_zomato,1,1,1,0.0108032146254454,9.96302777707493,0.7040475808603122,0,0,2.7429730431177526,11.089724535091412,2.98394884715649,1,1,1,1,1,0,0,1,0,9.678331973511144,2.2022507473448165,0,0
com_chowman_ordering,1,1,0,0.0243829332067994,9.554675677603548,0.919794898785844,1,0,2.5637174694317872,11.088369823379608,3.041490905204026,0,1,0,0,1,0,0,1,1,8.479155297530573,2.5514032898291403,0,0
com_amazon_sellermobile_android,1,0,0,0.0269104358395224,9.356118884495212,0.9019898558598088,1,0,2.7933920386871294,11.088257583431687,3.063876416491652,0,1,0,0,1,0,0,1,1,8.05573538177622,2.650058372365846,0,0
com_tradingview_tradingviewapp,1,1,0,0.0139689686772873,9.602669008409809,0.7336978335400756,0,0,1.1214565958038083,11.08791784980574,3.024073503128649,1,0,1,1,1,0,1,1,1,8.470056053675028,2.414620314873052,0,0
com_airbnb_android,1,1,0,0.026581114252767,9.599760407847658,0.8875555134693088,0,0,2.7918897159828053,11.089150084715468,3.901356561468052,1,1,0,1,1,0,0,1,1,9.32764468379148,2.458216202508101,0,0
com_streema_simpleradio,0,0,0,0.0294156368600687,9.648714555574,0.7771125853626157,0,0,2.636863824049042,11.089278727419924,2.995081322130884,0,0,0,0,0,0,1,0,1,7.732820254393762,2.0476997661540195,0,0
com_nestopar,0,1,0,0.0180786081450319,9.87743203564176,0.76014004768896,0,0,3.362333602339479,11.088169883733034,3.898136585724617,0,0,1,1,1,0,1,1,1,8.694754748538768,2.2179387289379684,0,0
com_neave_zoomearth,0,1,0,0.036626312467147,9.320036486114487,0.9547803408473688,0,0,3.1358725905717093,11.087364708528971,3.894703082976256,0,1,1,1,1,0,1,0,1,7.82397438017547,2.204004216151358,0,0
com_microsoft_scmx,1,0,1,0.0138656427134057,9.677278965471393,0.7639850891418372,1,0,2.4675641615422177,11.088454964554906,3.9993819242142417,1,1,0,1,1,1,0,1,1,8.89863531001203,2.510936342615333,1,0
com_ahaguru_ahazap,0,0,0,0.0387625113819089,9.706659429750324,0.8959999486246125,0,0,2.596621037766046,11.088629509878814,3.081056338339896,0,0,0,1,0,0,0,0,1,7.927315595381314,2.266152014826305,0,0
com_recz_android,0,1,0,0.0266229476187103,9.12974369033756,0.8411617772615807,1,0,2.75768397712168,11.089144081489955,3.879342741893254,0,1,0,0,1,0,0,1,1,7.663937318480957,2.4606876064458683,0,0
com_ng_labs_markers,0,0,0,0.0237409968807464,9.615128238000157,0.8398460441204436,0,0,3.838271275557055,11.088930293746769,3.901122121694285,0,0,1,0,0,0,0,0,0,8.406997268131361,2.2922641977707854,0,0
com_maxmpz_audioplayer,0,0,0,0.0273921710112798,9.349355707656864,0.8055442041737475,1,0,3.138168185818392,11.08754884941619,3.037068965622448,0,0,0,0,1,0,0,1,1,8.016167343336987,2.299921570252085,0,0
jp_co_canon_ic_cameraconnect,1,1,0,0.0139183613413838,9.897233016835846,0.8010630053261653,1,0,2.282502438866797,11.088497956308734,3.873241577664535,0,1,0,1,1,0,0,1,1,8.831676206993972,2.202157858586319,0,0
canada_job_search,0,1,0,0.0089461899033842,9.778983077022556,0.7434499202055089,0,0,3.0729559489702587,11.08901933773104,3.049521790792235,1,0,1,1,1,0,1,1,1,9.185946919082944,2.3042511414288374,0,0
com_syst_tufeelive,0,1,0,0.044031868620272,9.333102932139331,0.7640632758261944,0,0,2.919768694520478,11.088423625212142,3.082457200633596,0,0,1,1,0,0,1,0,1,8.08646515704181,2.4464972207965547,0,0
com_square_enix_android_googleplay_mangaup_global,0,1,0,0.0071084378048433,9.49576444978382,0.7515623123463702,1,0,2.9369834646435398,11.089065372698984,3.878977736819976,0,0,0,0,1,0,0,1,1,8.982558396128377,2.59766640467886,0,0
com_magic_retouch,1,0,1,0.0103845073245749,9.797929682609956,0.7537764032508678,0,0,2.933912474841893,11.088749602821371,4.136861160632764,1,1,1,1,0,0,1,1,1,9.241418986045169,2.195192832785428,0,0
com_pm_ambanimatkad,0,0,0,0.0081048616424814,9.877859308879884,0.7532652996838624,0,0,3.0340448721766364,11.087732404838032,3.910300446452201,0,0,0,0,0,0,0,1,0,8.504109040434248,2.01763687730024,0,0
com_thinkdirty_thinkdirtyapp,1,0,1,0.0063132548331303,9.777157006024783,0.8169721198914413,0,0,2.5838539264898097,11.088988111292656,3.886453052678928,1,1,0,1,1,1,0,1,1,9.289165109668252,2.473789951813735,1,0
info_vehicle_rto_car,0,1,0,0.013914349886442,9.723479519928594,0.778843783200936,0,0,3.1384592398321134,11.088365734086423,3.881285096333705,0,1,0,1,1,0,0,1,1,9.25036600387016,2.418190068869382,0,0
com_amazon_kindle,1,0,0,0.0063105896696283,9.83659415937292,0.7606545686165775,0,0,3.863517049973415,11.08907840874402,2.960835878647859,0,1,0,1,1,0,0,1,1,9.515989719648513,2.177447930530981,0,0
com_pixverseai_pixverse,0,0,0,0.0106320182378579,9.786871164024166,0.7526921939809063,0,0,3.319995754871956,11.088984875049494,3.0229076909645,0,0,0,1,1,0,0,0,1,8.428453968722055,2.270960439302132,0,0
com_aige_hipaint,0,0,0,0.0382650931597006,9.584422684444773,0.7634354303016685,0,0,2.996815529436766,11.088362756558666,3.885935945840809,0,0,1,1,0,0,1,0,1,7.559539738559853,1.9808391397624012,0,0
us_zoom_videomeetings4intune,1,0,0,0.0017502505805575,10.022891099638436,0.6934768687884998,0,0,3.1575312445610737,11.08936269356304,3.892590054677021,0,1,0,1,1,0,0,1,0,9.94145848476801,2.2108837357669806,0,0
com_syst_tufeelive,1,1,0,0.0155395216831245,9.731926174369962,0.796979844937931,0,0,2.8992120815038427,11.088563728977467,3.061334959591596,0,1,1,1,1,0,1,1,1,8.193338042431895,2.207059138091184,0,0
to_blend_mobile_app,0,0,0,0.0175876414459255,9.728863687793057,0.7929949396871434,1,0,2.4911326270197502,11.0880465511202,3.053288866059897,0,0,0,0,1,0,0,1,1,8.53279956404721,2.2977136347049303,0,0
com_netflix_mediaclient,0,0,0,0.0165305234911735,9.76990075756445,0.7922499177459287,1,0,2.81811393724624,11.087841872393206,4.037224903011952,0,0,0,1,0,0,0,0,0,9.08056555601282,2.0654098712714344,0,0
com_collabow,0,1,0,0.0180310221198794,9.710503068507256,0.7467598748319728,0,0,3.340665198582741,11.088871621738754,2.937416152489963,0,1,1,1,1,0,1,1,1,8.279577396594245,2.302404561605078,0,0
org_ieee_mobile_mcoe_ieee,0,0,0,0.0307060060489398,9.634394669450312,0.7570856425895707,0,0,2.9127485680258856,11.088259805058591,3.8931923758607736,0,0,0,0,0,0,0,0,1,7.887077903589944,2.118145122923063,0,0
com_pratilipi_mobile_android,1,0,0,0.0296227057953811,9.425159204267011,0.8679717458523502,0,0,2.767025484014708,11.08828676502515,2.998622113720859,1,1,1,1,0,0,1,1,1,8.365579591019362,2.307705706313476,0,0
tech_baatu_parentcop,0,0,0,0.0328326611962848,9.575766781762274,0.7897695457415135,0,0,2.892751396798741,11.088956917983044,3.093211509290949,0,0,1,1,0,0,1,0,0,8.164395677251148,2.332114395705854,0,0
uplayer_video_player,0,0,0,0.0313025941508079,9.458986461714716,0.7780938013040345,1,0,2.552026685976596,11.088205116975864,3.058161436717432,0,0,1,1,1,0,1,1,1,7.871806719843172,2.480667125922668,0,0
com_amapps_media_music,0,0,0,0.0318484183835496,8.658537328970672,0.8093034339762428,1,0,2.3963916917809938,11.088580278398831,2.976544460751101,0,0,1,1,0,0,1,0,1,7.5222289510972224,2.514380293242712,0,0
video_player_audio_player_music,0,0,0,0.0374937327562668,9.661527205306475,0.7422379203770123,0,0,2.770864194571926,11.088730568754965,3.886460020512939,0,0,1,0,0,0,1,0,0,7.606001775787875,1.9899881028857085,0,0
live_weather_vitality_local_channel_forecast,1,1,0,0.014681897172139,9.67171484222487,0.9075801086341322,0,0,3.483018474770708,11.088472487033808,2.973757139594695,0,1,0,1,1,0,0,1,1,8.99509332063321,2.605765428750692,0,0
com_amazon_sellermobile_android,0,1,0,0.0319603569569657,9.487788137289648,0.8678286390222544,0,0,1.72123559431787,11.08850097055104,3.897171269559171,0,1,1,1,1,0,1,1,1,7.723717897981476,2.55004291183781,0,0
zynoff_mobile,0,1,0,0.0158611380765083,9.083547423518294,0.8409052528536632,1,0,2.6466155157862583,11.08840935541386,3.1134139341356684,0,0,0,0,1,0,0,1,1,8.361841431796357,2.354489852835142,0,0
com_microsoft_scmx,1,0,1,0.0140101731469648,9.752479367025565,0.7684017034537282,1,0,3.003388369144809,11.088312179997768,3.891146462835946,0,1,0,1,1,1,0,1,0,9.29638282023587,2.310849850242829,1,0
com_snapchat_android,0,0,0,0.0152503773392345,9.28158758900811,0.7796958030758054,0,0,2.900276294384782,11.089062978193198,4.1189192188402695,0,0,1,1,0,0,1,0,1,8.655726828340642,1.9589409972568916,0,0
org_videolan_vlc,1,1,0,0.0130189011057167,9.955989508038046,0.733309317208019,1,0,3.70770162442516,11.088926688708018,3.8807483047802926,0,0,0,0,1,0,0,1,0,9.3042884960506,2.2787591619012426,0,0
com_ludo_king,0,0,0,0.016538672530194,9.570210643710997,0.7537005015167857,1,0,3.12360003624298,11.088640375069009,3.888196729570353,0,1,0,1,0,0,1,0,0,7.919472470088189,1.9704121567012092,0,0
com_amazon_kindle,1,1,0,0.0241316611884116,9.619129539594857,0.7712314731293355,0,0,2.9880557419319107,11.08887317729963,3.052532970150168,0,1,0,0,1,0,0,1,1,8.462754764955104,2.0035611139942517,0,0
com_casttv_castforchromecast_screencast,0,1,0,0.0047367588295298,9.914950720543644,0.7405458451266247,0,0,3.1130498694416957,11.087629325551015,3.872435980983234,0,0,1,1,1,0,1,0,1,9.545090210989958,2.281495151658522,0,0
com_amapps_media_music,0,0,0,0.0359690401292405,9.372131442522177,0.8003977899648773,1,0,2.665837424853404,11.089246015422647,2.987292433439291,1,1,1,1,0,0,1,0,1,7.390956443393749,2.179410765835605,0,0
bulksenderwa_marketingviawa_wabulksender,1,1,0,0.0102526572868433,9.886261928934074,0.761147223626063,0,0,3.306514053828209,11.088924411644363,3.902428105071248,0,0,1,1,1,0,1,1,1,9.655968356811917,2.3166905928345325,0,0
com_talker_acr,0,0,0,0.0269700446876677,9.527146768266055,0.7738037091678373,1,0,2.872715954169397,11.087990524178116,3.888111344393122,0,0,0,1,0,0,0,0,0,7.909154518888773,2.506786736700416,0,0
com_plexapp_android,0,1,1,0.015726711641332,9.792629270874754,0.7694817600017039,0,0,2.7132398107586173,11.088263612741349,3.106536808814028,1,0,0,1,1,0,1,1,1,8.471200141063832,2.055905633373085,0,0
com_apalon_weatherradar_free,1,0,0,0.0098184546863756,9.637401376855456,0.7612372788064568,0,0,3.109851864216809,11.088217964370946,3.048061382250049,1,1,1,1,1,0,1,1,1,8.34516288074219,2.169381597508301,0,0
in_rootzorganics,0,0,0,0.0260890671009462,9.477496973917663,0.8099199604237151,1,0,2.392597959437922,11.0879717800202,3.863690694175884,0,0,0,0,1,0,0,1,1,7.350134404460659,2.491788306079485,0,0
com_photo_android_camera,0,1,0,0.0192264265527496,9.434948798989993,0.7524375853844195,0,0,3.535875721989969,11.088534553785053,3.8888976667175736,0,0,1,1,1,0,1,1,1,7.866405096177631,2.0203674561609573,0,0
live_weather_vitality_local_channel_forecast,1,1,0,0.0171880661579105,9.847000083238267,0.7810284911080666,0,0,3.0620103151842946,11.0884809195281,3.904449364369615,1,1,0,1,1,0,0,1,1,8.272921130353685,2.4638322298924638,0,0
tech_baatu_parentcop,0,0,0,0.023775412067779,8.97743279033371,0.8718917283448147,1,0,2.660488293291392,11.08827259358981,3.888978357450605,1,1,0,0,1,0,0,0,1,8.060179142903694,2.2864341384443843,0,0
com_maxmpz_audioplayer,1,1,0,0.0340682966884734,9.549352998384451,0.7646604079773491,1,0,2.3799968710973114,11.088187030728712,4.147001146712013,0,0,1,1,1,0,0,0,1,8.192342257141743,2.318125697619281,0,0
org_telegram_messenger,1,0,0,0.0090290753305899,9.491739744977842,0.7749670107614519,1,0,2.465163390157671,11.088897242814223,3.9058124683527686,0,0,0,1,1,0,0,1,1,8.440360721781142,2.2932640988137503,0,0
yesmadamservices_app_com_yesmadamservices,1,1,0,0.0168862223941997,9.88513819810678,0.7469713766228259,1,0,2.53581522555141,11.087824962439605,3.1152791892326586,0,0,0,1,1,0,0,0,1,8.519076739039646,2.178575208958279,0,0
com_microsoft_todos,0,1,0,0.0171147205274034,9.470021294655286,0.7769096605376632,1,0,3.1847054861682675,11.08886009384618,3.9022517955828673,1,1,1,1,1,0,0,1,1,8.928624022161625,2.21212042140219,0,0
rto_owner_address_parivahan_car_malik_address_finder,0,0,0,0.011566519333697,9.366576886979718,0.7862614490718649,1,0,2.967405986288835,11.08849941404612,3.906806406868635,0,0,1,1,0,0,1,0,1,7.781985575866662,2.29365115194645,0,0
bulksenderwa_marketingviawa_wabulksender,1,1,0,0.0128189565670323,9.69384843969248,0.7618490213306474,0,0,3.2123059642731016,11.088338272825052,3.052153494815428,0,1,1,1,1,0,1,1,1,8.160306478136688,2.1877627138735103,0,0
com_confirmtkt_lite,1,0,0,0.0096931453888389,9.72562257632186,0.7710648379204942,0,0,2.827747067050814,11.087808083710824,3.8969213074786415,1,1,0,1,1,0,0,0,1,9.138771513989154,2.3929031238755987,0,0
railrestro_mobile_app,1,0,0,0.0198979941351416,9.621337859818578,0.811089401463294,1,0,2.707021245092042,11.0884045270698,3.871569308783133,0,1,0,1,1,0,0,1,1,7.631588726059571,2.305800932063257,0,0
com_newleaf_app_android_victor,1,1,0,0.0170672830943111,9.537589609210016,0.7861575676272585,0,0,3.19110587145789,11.088394898163523,3.049311138688361,0,1,1,1,1,0,1,1,1,7.87653348157288,2.071434325121157,0,0
com_microsoft_todos,1,1,0,0.0140021525220293,9.788464112737454,0.7505009629511926,0,0,3.334532933246819,11.089437596448285,3.0960092348080965,1,0,1,1,1,0,1,1,1,8.455692959187239,2.300649631707649,0,0
pedometer_stepcounter_calorieburner_pedometerforwalking,0,0,0,0.0138789123211918,9.877897428290604,0.7703174801086418,1,0,3.146935245548463,11.088953521680947,3.0426910884219,0,1,1,1,1,0,0,0,1,7.948137850514266,2.1827765785955395,0,0
com_marutiapps_trendingapps_rtovehicleinformation,1,1,0,0.0086149482844163,9.703374223094128,0.7706379555385953,1,0,3.4225224554021287,11.08870682510353,2.9823332350983343,0,1,0,1,1,0,0,1,1,9.441912837450191,2.060684557183375,0,0
com_coindcx_btc,0,0,0,0.0130890491657214,9.678059231562804,0.7237585964576584,0,0,2.652699186101082,11.08846266303587,3.9064901814682926,0,0,1,1,0,0,1,0,1,8.202554597979157,1.9531530439034497,0,0
com_airbnb_android,1,1,0,0.0198673246473249,9.498432978058403,0.7971404676559809,1,0,0.0,11.088818835355456,3.101464641359864,0,1,1,1,1,0,1,1,1,8.142692438808332,2.0455417019356776,0,0
